frame_num,drone_latitude,drone_longitude,displacement_origin,displacement_previous,drone_latitude_pixels,drone_longitude_pixels,displacement_origin_pixels,displacement_previous_pixels,is_reference
571,38.014422,23.753724,,,,,,,False
572,38.014429,23.753727,,,,,,,False
573,38.014429,23.753727,,,,,,,False
574,38.014436,23.75373,,,,,,,False
575,38.014436,23.75373,,,,,,,False
576,38.014442,23.753734,,,,,,,False
577,38.014442,23.753734,,,,,,,False
578,38.014442,23.753734,,,,,,,False
579,38.014449,23.753737,,,,,,,False
580,38.014449,23.753737,,,,,,,False
581,38.014449,23.753737,,,,,,,False
582,38.014456,23.753741,,,,,,,False
583,38.014456,23.753741,,,,,,,False
584,38.014463,23.753744,,,,,,,False
585,38.014463,23.753744,,,,,,,False
586,38.014463,23.753744,,,,,,,False
587,38.01447,23.753748,,,,,,,False
588,38.01447,23.753748,,,,,,,False
589,38.014477,23.753751,,,,,,,False
590,38.014477,23.753751,,,,,,,False
591,38.014477,23.753751,,,,,,,False
592,38.014483,23.753754,,,,,,,False
593,38.014483,23.753754,,,,,,,False
594,38.01449,23.753757,,,,,,,False
595,38.01449,23.753757,,,,,,,False
596,38.01449,23.753757,,,,,,,False
597,38.014496,23.753761,,,,,,,False
598,38.014496,23.753761,,,,,,,False
599,38.014503,23.753764,,,,,,,False
600,38.014503,23.753764,,,,,,,False
601,38.014503,23.753764,,,,,,,False
602,38.01451,23.753767,,,,,,,False
603,38.01451,23.753767,,,,,,,False
604,38.014517,23.75377,,,,,,,False
605,38.014517,23.75377,,,,,,,False
606,38.014517,23.75377,,,,,,,False
607,38.014523,23.753774,,,,,,,False
608,38.014523,23.753774,,,,,,,False
609,38.01453,23.753777,,,,,,,False
610,38.01453,23.753777,,,,,,,False
611,38.014537,23.75378,,,,,,,False
612,38.014537,23.75378,,,,,,,False
613,38.014537,23.75378,,,,,,,False
614,38.014543,23.753783,,,,,,,False
615,38.014543,23.753783,,,,,,,False
616,38.01455,23.753786,,,,,,,False
617,38.01455,23.753786,,,,,,,False
618,38.01455,23.753786,,,,,,,False
619,38.014557,23.75379,,,,,,,False
620,38.014557,23.75379,,,,,,,False
621,38.014557,23.75379,,,,,,,False
622,38.014563,23.753793,,,,,,,False
623,38.014563,23.753793,,,,,,,False
624,38.01457,23.753796,,,,,,,False
625,38.01457,23.753796,,,,,,,False
626,38.01457,23.753796,,,,,,,False
627,38.014577,23.753799,,,,,,,False
628,38.014577,23.753799,,,,,,,False
629,38.014583,23.753803,,,,,,,False
630,38.014583,23.753803,,,,,,,False
631,38.014583,23.753803,,,,,,,False
632,38.01459,23.753806,,,,,,,False
633,38.01459,23.753806,,,,,,,False
634,38.014597,23.753809,,,,,,,False
635,38.014597,23.753809,,,,,,,False
636,38.014597,23.753809,,,,,,,False
637,38.014603,23.753812,,,,,,,False
638,38.014603,23.753812,,,,,,,False
639,38.01461,23.753816,,,,,,,False
640,38.01461,23.753816,,,,,,,False
641,38.01461,23.753816,,,,,,,False
642,38.014617,23.753819,,,,,,,False
643,38.014617,23.753819,,,,,,,False
644,38.014624,23.753822,,,,,,,False
645,38.014624,23.753822,,,,,,,False
646,38.014624,23.753822,,,,,,,False
647,38.01463,23.753825,,,,,,,False
648,38.01463,23.753825,,,,,,,False
649,38.014637,23.753829,,,,,,,False
650,38.014637,23.753829,,,,,,,False
651,38.014644,23.753832,,,,,,,False
652,38.014644,23.753832,,,,,,,False
653,38.014644,23.753832,,,,,,,False
654,38.014651,23.753835,,,,,,,False
655,38.014651,23.753835,,,,,,,False
656,38.014651,23.753835,,,,,,,False
657,38.014657,23.753839,,,,,,,False
658,38.014657,23.753839,,,,,,,False
659,38.014664,23.753842,,,,,,,False
660,38.014664,23.753842,,,,,,,False
661,38.014664,23.753842,,,,,,,False
662,38.014671,23.753845,,,,,,,False
663,38.014671,23.753845,,,,,,,False
664,38.014677,23.753848,,,,,,,False
665,38.014677,23.753848,,,,,,,False
666,38.014677,23.753848,,,,,,,False
667,38.014684,23.753852,,,,,,,False
668,38.014684,23.753852,,,,,,,False
669,38.01469,23.753855,,,,,,,False
670,38.01469,23.753855,,,,,,,False
671,38.014697,23.753858,,,,,,,False
672,38.014697,23.753858,,,,,,,False
673,38.014697,23.753858,,,,,,,False
674,38.014704,23.753861,,,,,,,False
675,38.014704,23.753861,,,,,,,False
676,38.014704,23.753861,,,,,,,False
677,38.01471,23.753865,,,,,,,False
678,38.01471,23.753865,,,,,,,False
679,38.014717,23.753868,,,,,,,False
680,38.014717,23.753868,,,,,,,False
681,38.014717,23.753868,,,,,,,False
682,38.014724,23.753871,,,,,,,False
683,38.014724,23.753871,,,,,,,False
